104737,焙朗早餐饼混合莓果味酥性饼干300g,6901668002938
104728,格力高百醇注心饼干(牛奶味) 48g/盒,6901845040692
113368,超级咖啡卡布奇诺3合1,6900354021918
102628,农夫水溶C100青皮桔味果汁445ml/瓶,6921168559244
113344,零度可口可乐汽水 500毫升/瓶,6901939641255
102529,脉动维生素饮料(水蜜桃),6902538005141
106197,乐事70g岩烧海苔味,6924743919297
106576,上好佳鲜虾条辣味40克/包,6926265301024
106192,乐事70g青柠味,6924743919266
102845,乐事马铃薯片(美国经典原味)70克/包,6924743919211
104849,乐事马铃薯片(意大利香浓红烩味),6924743919235
102844,乐事马铃薯片(黄瓜味)70克/包,6924743919259
106194,乐事70g鸡汁蕃茄味,6924743919242
111146,百事轻怡可乐,6902827110204
103595,统一绿茶饮料500ml/瓶,6925303721367
102863,上好佳鲜虾片 80克/包 ,6926265313386
113347,日加满娇源果味饮品 100ml/瓶 ,6931423920184
113348,日加满牌蔓越莓营养素碳酸饮料 ,6931423920634
104710,出前一丁九州浓汤猪骨汤味油炸? ,4897878140039
102918,溜溜梅乌梅 60克/袋 ,6923976110167
109188,乔雅醇香拿铁咖啡 ,6956416202634
113381,标奇液体鞋油 ,6952060280011
102626,农夫山泉水溶C100柠檬味 445ml/瓶,6921168500956
112586,150g芭米牛扎奶芙蔓越莓味,6928362105246
112959,蜀粹自热方便火锅（加冒菜）300g,6925580700536
112958,蜀粹自热方便火锅（加火腿）385g,6925580700505
112594,135红豆碗装龟苓膏（红）,6955738100468
113395,蓝岸拿铁咖啡18克4条装,6901447006416
112318,彼客甜甜圈蜂蜜黄油味60g,4897072640137
112977,京隆法芙尼（奶香）120g,6924706790147
113397,蓝岸咖啡香草,6901447006676
112973,京隆牛舌饼250g,6924706719216
112600,陈吉旺福小麻花葱香218g,6955754600249
112589,148g芭米手工牛轧饼奶盐味,6928362100395
112974,京隆拿破仑蛋糕180g,6924706700023
112582,牛乳面包（3个口味）128g,6956220000000
112583,奶香棒面包218g,6956220000002
113396,蓝岸卡布奇诺咖啡18克4条装,6901447006225
113515,隆顺榕雪梨汤350ml,6941067725571
113516,台椰纯新鲜椰肉358ml,6933888213023
113517,四洲牛奶仔含乳饮料250ml,6921136511113
113518,小露露杏仁露145ml,6901808011509
113519,天喔茶庄炭烧那铁咖啡500ml,6925009920002
113520,四洲牛奶仔含乳饮料180ml,6921136502159
113521,黑豆浆鲜醇330g,4711609000730
